table_name,record_id,metric_key,module,current_label,current_value,frontend_text_found,frontend_file_path,recommended_label,confidence_level,reason,requires_review,possible_risk
public.ingestion_data,45fc8979-d9ba-4271-9c3a-aa6146836f28,gp_modules_gp_views_gp_mockups_025,gp,"$3,517,500","$3,517,500",Paul Landman,modules/Gp/views/gp mockups.html,Paul Landman,high,Derived from visible table row and column headers.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,2b944381-7507-438f-8105-4fb8bc3f1576,gp_modules_gp_views_gp_mockups_026,gp,"$6,047,500","$6,047,500",Paul Landman,modules/Gp/views/gp mockups.html,Paul Landman,high,Derived from visible table row and column headers.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,dcef4c01-0ce7-4f52-93e6-b953f499afaa,gp_modules_gp_views_gp_mockups_027,gp,"$6,047,500","$6,047,500",Paul Landman,modules/Gp/views/gp mockups.html,Paul Landman,high,Derived from visible table row and column headers.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,7062d40f-884c-4d50-b248-673bf17fc425,gp_modules_gp_views_gp_mockups_028,gp,"$3,517,500","$3,517,500",TOTAL PPC,modules/Gp/views/gp mockups.html,TOTAL PPC,high,Derived from visible table row and column headers.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,67757f2d-c1e6-487a-bc6a-70388a88eb03,gp_modules_gp_views_gp_mockups_029,gp,"$2,530,000","$2,530,000",TOTAL PPC,modules/Gp/views/gp mockups.html,TOTAL PPC,high,Derived from visible table row and column headers.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,87bcdbaf-c656-4d82-b9dc-479cf93c6214,gp_modules_gp_views_gp_mockups_030,gp,35%,35%,VCP + Partners,modules/Gp/views/gp mockups.html,VCP + Partners,high,Derived from visible table row and column headers.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,51255a9d-4568-4ef7-9345-d93c79328180,gp_modules_gp_views_gp_mockups_031,gp,65%,65%,GRAND TOTAL RAISE,modules/Gp/views/gp mockups.html,GRAND TOTAL RAISE,high,Derived from visible table row and column headers.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,0ed77fe1-aa72-4cf0-9db8-50be7569e40b,gp_modules_gp_views_gp_mockups_032,gp,"$6,047,500","$6,047,500",Amount invested and percent of total raise. Group separators preserve the original workbook hierarchy.,modules/Gp/views/gp mockups.html,Amount invested and percent of total raise. Group separators preserve the original workbook hierarchy.,low,Only nearby section heading was available.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,48548b29-2565-4f84-8e54-5b3acd6a7426,gp_modules_gp_views_gp_mockups_033,gp,"$150,000","$150,000",Amount invested and percent of total raise. Group separators preserve the original workbook hierarchy.,modules/Gp/views/gp mockups.html,Amount invested and percent of total raise. Group separators preserve the original workbook hierarchy.,low,Only nearby section heading was available.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,c5f2b881-012a-4917-ab55-dc3f3c44cf56,gp_modules_gp_views_gp_mockups_034,gp,2.48%,2.48%,Amount invested and percent of total raise. Group separators preserve the original workbook hierarchy.,modules/Gp/views/gp mockups.html,Amount invested and percent of total raise. Group separators preserve the original workbook hierarchy.,low,Only nearby section heading was available.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,b4783615-50f3-4d56-9690-4ebb82c3c838,gp_modules_gp_views_gp_mockups_035,gp,"$50,000","$50,000",Amount invested and percent of total raise. Group separators preserve the original workbook hierarchy.,modules/Gp/views/gp mockups.html,Amount invested and percent of total raise. Group separators preserve the original workbook hierarchy.,low,Only nearby section heading was available.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,646f5df3-78d1-4026-8682-ea8cddc75355,gp_modules_gp_views_gp_mockups_036,gp,0.83%,0.83%,"Yes N/A N/A 3 Elizabeth Tan Anne Santos Individual N/A $50,000 0.83% Yes N/A N/A 4<",modules/Gp/views/gp mockups.html,"Yes N/A N/A 3 Elizabeth Tan Anne Santos Individual N/A $50,000 0.83% Yes N/A N/A 4<",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,cc35a142-7237-4e5f-af8f-94bd16f8849c,gp_modules_gp_views_gp_mockups_037,gp,"$50,000","$50,000","N/A N/A 3 Elizabeth Tan Anne Santos Individual N/A $50,000 0.83% Yes N/A N/A 4 Michael",modules/Gp/views/gp mockups.html,"N/A N/A 3 Elizabeth Tan Anne Santos Individual N/A $50,000 0.83% Yes N/A N/A 4 Michael",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,fcedcb6a-03f8-4ba4-9e48-fc7071dd06b8,gp_modules_gp_views_gp_mockups_038,gp,0.83%,0.83%,"Yes N/A N/A 4 Michael Kates Anne Santos Individual N/A $50,000 0.83% Yes N/A N/A 5<",modules/Gp/views/gp mockups.html,"Yes N/A N/A 4 Michael Kates Anne Santos Individual N/A $50,000 0.83% Yes N/A N/A 5<",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,f809aed8-22c3-4a28-b823-30735eedf127,gp_modules_gp_views_gp_mockups_039,gp,"$50,000","$50,000","N/A N/A 4 Michael Kates Anne Santos Individual N/A $50,000 0.83% Yes N/A N/A 5 Sean Rei",modules/Gp/views/gp mockups.html,"N/A N/A 4 Michael Kates Anne Santos Individual N/A $50,000 0.83% Yes N/A N/A 5 Sean Rei",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,901ba458-0308-405e-a7dc-e6047b8a3f18,gp_modules_gp_views_gp_mockups_040,gp,0.83%,0.83%,"Yes N/A N/A 5 Sean Reiter Anne Santos Individual N/A $50,000 0.83% Yes N/A N/A 6<",modules/Gp/views/gp mockups.html,"Yes N/A N/A 5 Sean Reiter Anne Santos Individual N/A $50,000 0.83% Yes N/A N/A 6<",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,e500266e-ca9f-4ab8-872b-aa5fb9a13b49,gp_modules_gp_views_gp_mockups_041,gp,"$50,000","$50,000","N/A N/A 5 Sean Reiter Anne Santos Individual N/A $50,000 0.83% Yes N/A N/A 6 Baqir Ja",modules/Gp/views/gp mockups.html,"N/A N/A 5 Sean Reiter Anne Santos Individual N/A $50,000 0.83% Yes N/A N/A 6 Baqir Ja",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,4824f2b4-8df4-409f-935d-09340d2bcc01,gp_modules_gp_views_gp_mockups_042,gp,0.83%,0.83%,"Yes N/A N/A 6 Baqir Jaffery Anne Santos Individual N/A $50,000 0.83% Yes N/A N/A <tbody aria-label=",modules/Gp/views/gp mockups.html,"Yes N/A N/A 6 Baqir Jaffery Anne Santos Individual N/A $50,000 0.83% Yes N/A N/A <tbody aria-label=",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,2f7c2742-e545-4e8a-87bf-ba97fe7abd9d,gp_modules_gp_views_gp_mockups_043,gp,"$50,000","$50,000","N/A N/A 6 Baqir Jaffery Anne Santos Individual N/A $50,000 0.83% Yes N/A N/A",modules/Gp/views/gp mockups.html,"N/A N/A 6 Baqir Jaffery Anne Santos Individual N/A $50,000 0.83% Yes N/A N/A",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,87122ce9-9bcb-47fb-9c25-c5a5c203dbee,gp_modules_gp_views_gp_mockups_044,gp,0.83%,0.83%,"GP GROUP: JEANINE WITTEN 7 Tatiana Friderici Jeanine Witten Individual N/A $60,000 0.99% Yes N/A N/A 8<",modules/Gp/views/gp mockups.html,"GP GROUP: JEANINE WITTEN 7 Tatiana Friderici Jeanine Witten Individual N/A $60,000 0.99% Yes N/A N/A 8<",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,6b77481d-564e-4138-b98a-fac491dc2441,gp_modules_gp_views_gp_mockups_045,gp,"$60,000","$60,000","GP GROUP: JEANINE WITTEN 7 Tatiana Friderici Jeanine Witten Individual N/A $60,000 0.99% Yes N/A N/A 8 Erica Bu",modules/Gp/views/gp mockups.html,"GP GROUP: JEANINE WITTEN 7 Tatiana Friderici Jeanine Witten Individual N/A $60,000 0.99% Yes N/A N/A 8 Erica Bu",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,03566418-66a8-4840-a830-944c78b0ca7b,gp_modules_gp_views_gp_mockups_046,gp,0.99%,0.99%,"d> Yes N/A N/A 8 Erica Buchan Jeanine Witten IRA N/A $100,000 1.65% Pending N/A N/A <th scope=""ro",modules/Gp/views/gp mockups.html,"d> Yes N/A N/A 8 Erica Buchan Jeanine Witten IRA N/A $100,000 1.65% Pending N/A N/A <th scope=""ro",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,5291a6e4-10a7-4aeb-9c67-2fa36bf63208,gp_modules_gp_views_gp_mockups_047,gp,"$100,000","$100,000","N/A N/A 8 Erica Buchan Jeanine Witten IRA N/A $100,000 1.65% Pending N/A N/A 9 Pame",modules/Gp/views/gp mockups.html,"N/A N/A 8 Erica Buchan Jeanine Witten IRA N/A $100,000 1.65% Pending N/A N/A 9 Pame",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,4e160469-17fd-4c92-9d14-f0248fd656c2,gp_modules_gp_views_gp_mockups_048,gp,1.65%,1.65%,"Pending N/A N/A 9 Pamela Kugit Jeanine Witten IRA N/A $100,000 1.65% Yes N/A N/A 1",modules/Gp/views/gp mockups.html,"Pending N/A N/A 9 Pamela Kugit Jeanine Witten IRA N/A $100,000 1.65% Yes N/A N/A 1",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,115567cf-4d14-4d11-bce2-828e777d3c73,gp_modules_gp_views_gp_mockups_049,gp,"$100,000","$100,000","N/A N/A 9 Pamela Kugit Jeanine Witten IRA N/A $100,000 1.65% Yes N/A N/A 10 Dawn Mc",modules/Gp/views/gp mockups.html,"N/A N/A 9 Pamela Kugit Jeanine Witten IRA N/A $100,000 1.65% Yes N/A N/A 10 Dawn Mc",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,0c725007-fb1c-4695-85d1-7d2a7df43646,gp_modules_gp_views_gp_mockups_050,gp,1.65%,1.65%,"Yes N/A N/A 10 Dawn McCale Jeanine Witten Individual N/A $250,000 4.13% Yes N/A N/A 1",modules/Gp/views/gp mockups.html,"Yes N/A N/A 10 Dawn McCale Jeanine Witten Individual N/A $250,000 4.13% Yes N/A N/A 1",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,b03c63a4-7b04-4038-ba14-24f55ab2d9c7,gp_modules_gp_views_gp_mockups_051,gp,"$250,000","$250,000","N/A N/A 10 Dawn McCale Jeanine Witten Individual N/A $250,000 4.13% Yes N/A N/A 11 Ines Ma",modules/Gp/views/gp mockups.html,"N/A N/A 10 Dawn McCale Jeanine Witten Individual N/A $250,000 4.13% Yes N/A N/A 11 Ines Ma",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,ff5fa792-8961-41cd-8508-083559f20772,gp_modules_gp_views_gp_mockups_052,gp,4.13%,4.13%,"Yes N/A N/A 11 Ines Marrinucci Jeanine Witten IRA N/A $50,000 0.83% Pending N/A N/A <th scope=""row",modules/Gp/views/gp mockups.html,"Yes N/A N/A 11 Ines Marrinucci Jeanine Witten IRA N/A $50,000 0.83% Pending N/A N/A <th scope=""row",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,e21736af-fcad-4a0d-aa37-a062e90c2733,gp_modules_gp_views_gp_mockups_053,gp,"$50,000","$50,000","N/A N/A 11 Ines Marrinucci Jeanine Witten IRA N/A $50,000 0.83% Pending N/A N/A 12 Jea",modules/Gp/views/gp mockups.html,"N/A N/A 11 Ines Marrinucci Jeanine Witten IRA N/A $50,000 0.83% Pending N/A N/A 12 Jea",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
